,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,GradientBoostingRegressor,5,True,63,0,42,66.67%,13.86,22.00%,43,28,65.12%,9.069999999999999,21.09%,18,13,72.22%,4.789999999999999,26.61%
1,GradientBoostingRegressor,5,False,21,0,19,90.48%,13.77,65.57%,16,14,87.50%,9.62,60.12%,5,5,100.00%,4.1499999999999995,83.00%
