,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,DecisionTreeRegressor,poisson,True,61,2,33,54.10%,-0.6100000000000005,-1.00%,24,11,45.83%,-2.38,-9.92%,30,16,53.33%,1.7699999999999996,5.90%
1,DecisionTreeRegressor,poisson,False,13,2,11,84.62%,7.13,54.85%,8,6,75.00%,2.9799999999999995,37.25%,5,5,100.00%,4.1499999999999995,83.00%
