,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,RandomForestRegressor,15,True,1864,0,1092,58.58%,134.36,7.21%,925,557,60.22%,93.31,10.09%,938,535,57.04%,41.05,4.38%
1,RandomForestRegressor,15,False,422,0,291,68.96%,110.53,26.19%,261,185,70.88%,77.54999999999998,29.71%,161,106,65.84%,32.98,20.48%
