,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,GradientBoostingRegressor,5,True,63,0,32,50.79%,-4.44,-7.05%,20,8,40.00%,-3.7,-18.50%,39,21,53.85%,-0.7400000000000003,-1.90%
1,GradientBoostingRegressor,5,False,16,0,9,56.25%,0.46999999999999975,2.94%,7,3,42.86%,-1.5100000000000002,-21.57%,9,6,66.67%,1.9799999999999995,22.00%
