,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,DecisionTreeRegressor,mse,True,63,0,31,49.21%,-6.27,-9.95%,34,20,58.82%,-0.40000000000000047,-1.18%,26,11,42.31%,-5.87,-22.58%
1,DecisionTreeRegressor,mse,False,11,0,8,72.73%,3.6399999999999997,33.09%,7,5,71.43%,2.15,30.71%,4,3,75.00%,1.4899999999999998,37.25%
