,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,GradientBoostingRegressor,5,True,63,0,40,63.49%,10.199999999999998,16.19%,22,15,68.18%,5.2799999999999985,24.00%,32,19,59.38%,4.92,15.38%
1,GradientBoostingRegressor,5,False,14,0,9,64.29%,2.4699999999999998,17.64%,10,6,60.00%,0.9799999999999995,9.80%,4,3,75.00%,1.4899999999999998,37.25%
