,Regressor,EstimatorsorNeigbor,ContainsNotConclusivePred,Totalgames,GamesRemovedPred0,TotalCorrect,Correct,BetReturn,BetProfit,TotalOversPred,TotalOversCorrect,OversCorrect,OversBetReturn,OversProfit,TotalUndersPred,TotalUndersCorrect,UndersCorrect,UndersBetReturn,UndersProfit
0,GradientBoostingRegressor,5,True,62,1,36,58.06%,3.879999999999999,6.26%,30,17,56.67%,1.9399999999999995,6.47%,31,18,58.06%,1.939999999999999,6.26%
1,GradientBoostingRegressor,5,False,17,1,13,76.47%,6.789999999999999,39.94%,7,6,85.71%,3.98,56.86%,10,7,70.00%,2.8099999999999996,28.10%
